요양기관명,종별코드명,시도코드명,주소,x좌표,y좌표
사회복지법인내원 마하재활병원,병원,경남,경상남도 거제시 동부면 율포로 555-11 (마하의료원),128.6011926,34.8068312
사회복지법인천성원신탄진한일병원,병원,대전,대전광역시 대덕구 신탄진로 623  (상서동),127.4240766,36.4340606
산본제일병원,병원,경기,경기도 군포시 산본로 374 (산본동),126.9311405,37.3636555
삼남재활의학과병원,병원,전북,전라북도 전주시 완산구 영경3길 6  (중화산동2가),127.1253023,35.8170175
삼성미래여성병원,병원,서울,서울특별시 구로구 서해안로 2296 삼성미래여성병원 (오류동),126.8404114,37.4912147
삼성본병원,병원,경기,경기도 오산시 북삼미로 175 A동 (외삼미동),127.0614731,37.1909363
삼성아동병원,병원,경남,경상남도 김해시 삼계중앙로 36 6~8층 (삼계동),128.8689797,35.2602669
삼성합천병원,병원,경남,경상남도 합천군 합천읍 대야로 876 (),128.1633048,35.5664432
삼일정풍병원,병원,경남,"경상남도 창원시 마산합포구 3·15대로 162 (중앙동2가, 삼일정풍병원)",128.5653253,35.1926023
삼천포제일병원,병원,경남,경상남도 사천시 중앙로 136 삼천포제일병원 (벌리동),127.1141857,37.2007172
삼호제일병원,병원,전남,전라남도 영암군 삼호읍 신항로 92 (),126.3793425,34.7471946
상남굿모닝내과병원,병원,경남,"경상남도 창원시 성산구 상남로 73 (상남동, 서울메디컬빌딩6,7층)",128.6798691,35.2206377
상쾌한병원,병원,부산,부산광역시 수영구 연수로 406 (광안동),129.1134692,35.1682093
상쾌한항구병원,병원,경북,경상북도 포항시 북구 중흥로 265 265,129.3606487,36.0266118
새건병원,병원,인천,"인천광역시 미추홀구 경인로 430 지1,2~9층 (주안동)",126.6879018,37.4576327
새금산병원,병원,충남,충청남도 금산군 금산읍 비단로 183 183,127.4961495,36.1040385
새길병원,병원,서울,서울특별시 영등포구 영중로 59 (영등포동6가),126.9046993,37.5216832
새나래병원,병원,광주,광주광역시 북구 첨단연신로 101 2-9층 (신용동),126.8640533,35.2070104
새동산병원,병원,대구,대구광역시 서구 국채보상로 379 (비산동),128.5724085,35.8724543
새로나병원,병원,충남,충청남도 천안시 동남구 향교1길 130-23  (유량동),127.1694765,36.8127736
새로운병원,병원,서울,서울특별시 강남구 학동로 121 새로운병원빌딩 지하1층일부~7층 (논현동),,
새미래병원,병원,광주,광주광역시 남구 구성로 114 (서동),126.9072605,35.1485737
새봄병원,병원,경기,"경기도 화성시 꽃내음1길 5-4 3층 일부, 4층 (새솔동)",,
새봄여성병원,병원,인천,인천광역시 부평구 마장로 316 (산곡동),126.7036933,37.5062303
새부산병원,병원,부산,"부산광역시 동구 초량중로 74 (초량동, 새부산병원)",129.0391841,35.1183022
새빛병원,병원,충북,충청북도 청주시 서원구 서부로 1350  (성화동),127.4483056,36.6174862
새손병원,병원,대전,"대전광역시 중구 계룡로 858-0 지하1층,3,4,5",127.4097835,36.3242823
새숨병원,병원,서울,"서울특별시 송파구 정의로8길 4 KDG70타워 2,3,4층 (문정동)",,
새우리남산병원,병원,부산,부산광역시 금정구 중앙대로 2025 (남산동),129.09212,35.2652794
새운암병원,병원,광주,광주광역시 북구 북문대로 35 지하1-지상7층 (운암동),126.881407,35.174826
새움병원,병원,서울,서울특별시 금천구 시흥대로139길 8 새움병원 (독산동),126.8976554,37.4730529
새천년병원,병원,경북,경상북도 경주시 화랑로 129 (성동동),129.215248,35.844685
새하동병원,병원,경남,경상남도 하동군 하동읍 화심길 39 (),127.7385792,35.0830571
새한솔병원,병원,경남,경상남도 밀양시 창밀로 3528 (내이동),128.7346988,35.5061747
새항운병원,병원,부산,부산광역시 연제구 중앙대로 1064 (연산동),129.079581,35.1829112
새희망병원,병원,인천,인천광역시 남동구 남동대로922번길 54 새희망병원 (간석동),126.7114993,37.4648587
새희망병원,병원,광주,"광주광역시 서구 상무번영로 13 지하1층 지상2~3층 (치평동, 그랜드오피스텔)",126.852678,35.151019
새힘병원,병원,부산,부산광역시 동래구 아시아드대로 261 지하1~지상6층 (온천동),129.0687456,35.2070108
샘물호스피스병원,병원,경기,경기도 용인시 처인구 백암면 고안로51번길 112-25 (),127.4140095,37.1386687
생생병원,병원,경기,"경기도 부천시 경인옛로 3 (소사본동, 소사메디파크 5~8층)",126.7931248,37.4819751
서귀포열린병원,병원,제주,제주특별자치도 서귀포시 일주동로 8638 (동홍동),126.5654013,33.254527
서로손병원,병원,충북,충청북도 청주시 청원구 충청대로 98-0 한길빌딩,,
서송병원,병원,인천,"인천광역시 계양구 경명대로972번길 9 계산종합의료단지 A,B동 전체 및 일부층 (계산동)",,
서울고든병원,병원,서울,"서울특별시 강서구 양천로 600 파인블루빌딩 지하1,2,7,8,층 9,10호 (등촌동)",,
서울나우병원,병원,경기,"경기도 성남시 분당구 분당로 43 나우빌딩 5~11층,12일부층 (서현동)",127.1202711,37.3840714
서울나우병원,병원,경기,경기도 안양시 동안구 시민대로 388 (관양동),126.973198,37.3959793
서울나은병원,병원,서울,서울특별시 동대문구 왕산로 137 (제기동),127.0387505,37.5785713
서울노보스병원,병원,서울,서울특별시 도봉구 도봉로 720 (방학동),127.0438257,37.6687732
서울대정병원,병원,충남,충청남도 천안시 서북구 불당33길 18 (불당동),127.1080081,36.8115949
서울대효병원,병원,서울,"서울특별시 금천구 시흥대로 230 서평빌딩 5,6,7층 (시흥동)",126.9012036,37.4544278
서울대효병원,병원,서울,"서울특별시 강서구 강서로47가길 33 덕산빌딩 2,3,4,5,6층 (내발산동)",126.835767,37.5511213
서울라본병원,병원,서울,서울특별시 중랑구 망우로 476 (망우동),127.1050937,37.6003119
서울메트로병원,병원,부산,부산광역시 해운대구 재반로 344 (반여동),129.1261222,35.20474
서울바른병원,병원,서울,"서울특별시 영등포구 여의대방로 145 2~7층 (신길동, 세인트빌딩)",,
서울바른세상병원,병원,서울,"서울특별시 금천구 시흥대로 421 (독산동, 건국빌딩)",126.8977443,37.4712845
서울바른척도병원,병원,인천,"인천광역시 남동구 구월로 233 1층일부,2~5층 전체호 (구월동)",126.7164765,37.4564126
서울병원,병원,서울,서울특별시 은평구 진흥로 191 (대조동),126.9307507,37.608851
서울병원,병원,서울,서울특별시 송파구 오금로 290 (가락동),127.1247204,37.5039282
서울병원,병원,전남,전라남도 목포시 청호로 109-0 (산정동),126.3779694,34.8018786
서울병원,병원,경남,경상남도 창원시 마산회원구 3·15대로 653 (석전동),,
서울본병원,병원,서울,"서울특별시 관악구 남부순환로 1449 (신림동, 서울본병원)",126.9116761,37.4816126
서울본브릿지병원,병원,서울,"서울특별시 강남구 도곡로 214 롤스웰빌딩 지하2층, 지하1층, 지상1층 일부, 지상2~7층 (도곡동)",127.0424459,37.4924788
서울새싹병원,병원,경남,"경상남도 김해시 율하3로 53 303호,701호,703호801호 (율하동)",128.8148319,35.1728085
서울석병원,병원,서울,서울특별시 송파구 송이로 148 (가락동),127.1240445,37.4937452
서울선병원,병원,서울,"서울특별시 중랑구 망우로 373 (상봉동, 서울선병원)",127.0936395,37.5986318
서울성모안과병원,병원,경기,경기도 수원시 영통구 중부대로271번길 4 (원천동),127.0458487,37.2745068
서울세계로병원,병원,서울,서울특별시 송파구 위례서로 248 5~12층 (거여동),,
서울송도병원,병원,서울,"서울특별시 중구 다산로 78 (신당동, 송도병원)",127.0081792,37.551174
서울숭인병원,병원,서울,서울특별시 종로구 종로 386 6.7.8.9층 (숭인동),127.0203571,37.5740802
서울스타병원,병원,서울,"서울특별시 강서구 강서로 307 서울스타병원빌딩 3,4,5,6,7,층 8,9호 (내발산동)",126.8362212,37.5532563
서울아동병원,병원,충북,충청북도 청주시 흥덕구 가로수로 1317  (복대동),127.4398947,36.6330354
서울아동병원,병원,경북,경상북도 구미시 여헌로 30  4층 (인의동),128.4254906,36.1041302
서울아동병원,병원,경남,"경상남도 진주시 하대로 80 2층,3층,5층 (하대동, 메디칼팜빌딩)",128.1203686,35.1929042
서울아동병원,병원,경남,"경상남도 창원시 진해구 진해대로776번길 27 7,8층 (이동, 온메디컬센터)",128.6984031,35.156137
서울아동병원,병원,경남,경상남도 거제시 서문로5길 6 (고현동),128.6210351,34.8891741
서울아동병원,병원,울산,"울산광역시 남구 북부순환도로 25 지하1,2~6층 (무거동)",129.2661807,35.5524703
서울아동병원,병원,경남,경상남도 창원시 마산회원구 내서읍 삼계로 2 (삼계웰빙프라자빌딩),128.5044424,35.2323777
서울양병원,병원,서울,서울특별시 강동구 천호대로 1159 (길동),127.1401353,37.5340876
서울어린이병원,병원,경기,경기도 오산시 경기대로 209 (원동),127.0731005,37.1434245
서울여성병원,병원,경기,"경기도 부천시 길주로 84 1~7층,8층 일부, 서울여성병원 / 길주로 74 3층 일부 (건강검진센터)  (상동)",126.7515952,37.5053385
서울여성병원,병원,경기,"경기도 김포시 김포대로 829 (사우동, 서울여성병원)",126.721239,37.6188986
서울여성병원,병원,대전,대전광역시 서구 문정로 7 (둔산동),127.380596,36.3454266
서울연세병원,병원,서울,서울특별시 성동구 왕십리로 296 (행당동),127.0361651,37.5606334
서울예스병원,병원,경기,경기도 용인시 수지구 용구대로 2736 영일죽전빌딩 (죽전동),127.1093331,37.3299162
서울우리병원,병원,충북,충청북도 청주시 흥덕구 서현중로 66  (강서동),127.4282747,36.624256
서울우리병원,병원,충남,충청남도 천안시 서북구 한들3로 9  (백석동),127.1234641,36.8242886
서울유병원,병원,서울,"서울특별시 강북구 도봉로 77 지하2층~지하1층, 3층~8층층 (미아동)",127.0296,37.61601
서울이룸병원,병원,인천,"인천광역시 남동구 구월로 241 1~5층 전체호 (구월동, 이룸메디컬)",126.7173261,37.4563165
서울이비인후과병원,병원,경남,"경상남도 창원시 성산구 상남로 73 (상남동, 서울메디컬빌딩8,9,10층(1002호))",128.6798691,35.2206377
서울재활병원,병원,서울,서울특별시 은평구 갈현로11길 30 (구산동),126.9075445,37.6051727
서울제일병원,병원,경기,경기도 평택시 안중읍 안현로 429 (),126.9317125,36.9880513
서울제일병원,병원,경기,경기도 평택시 지산로 70 2-7층 (지산동),127.0623529,37.0797908
서울좋은병원,병원,서울,서울특별시 강북구 도봉로 114 (미아동),127.02929,37.6192886
서울지구병원,병원,서울,서울특별시 종로구 삼청로10길 13 (삼청동),126.9828483,37.5880587
서울척병원,병원,서울,서울특별시 성북구 동소문로47길 8 (길음동),127.0293037,37.6088446
서울척병원,병원,경기,경기도 의정부시 태평로 6 2~5층 (의정부동),127.0486693,37.7336074
서울척탑병원,병원,경기,"경기도 고양시 덕양구 권율대로 685 SIB타워 6층,7층 ,803~808호 (원흥동)",126.8740722,37.6512276
서울큰나무병원,병원,서울,"서울특별시 강서구 강서로 206 2,3,4,5,6층 (화곡동)",126.8380461,37.5444824
서울특별시 북부병원,병원,서울,서울특별시 중랑구 양원역로 38 (망우동),127.1076807,37.6043947
서울특별시서북병원,병원,서울,서울특별시 은평구 갈현로7길 49 (역촌동),126.9044499,37.60421
서울특별시서울의료원강남분원,병원,서울,서울특별시 강남구 봉은사로114길 43 지하1층~4층 (삼성동),127.0664019,37.5123691
서울특별시어린이병원,병원,서울,서울특별시 서초구 헌릉로 260 (내곡동),127.0689282,37.4557936
서울특별시은평병원,병원,서울,서울특별시 은평구 백련산로 90 (응암동),126.923851,37.594014
서울패미리병원,병원,경남,경상남도 양산시 물금읍 증산역로 135 퍼스트조양 6.7층,129.0053024,35.3106227
서울프라임병원,병원,서울,"서울특별시 광진구 동일로 92-1 B1~2, 3~7층 (자양동)",127.0635902,37.5408267
서울프라임병원,병원,충남,"충청남도 천안시 서북구 불당25로 226-0 2~4층 (불당동,골든스퀘어2차)",127.1099304,36.8212772
서울현대병원,병원,서울,"서울특별시 강북구 도봉로 374 (번동, 서울현대병원)",127.0285199,37.6402555
서울휴병원,병원,광주,광주광역시 서구 운천로 207 204호 (치평동),126.8548456,35.1507515
서재곤링커병원,병원,서울,"서울특별시 송파구 백제고분로 436 (송파동, 서재곤링커병원)",127.1120907,37.5095167
서호병원,병원,부산,부산광역시 수영구 광남로 117 (광안동),129.1155158,35.1521285
석정웰파크병원,병원,전북,전라북도 고창군 고창읍 석정2로 147 (),126.7375996,35.4313984
선수촌병원,병원,서울,서울특별시 송파구 올림픽로 76 (잠실동),127.0792026,37.5115631
선한목자병원,병원,서울,"서울특별시 강남구 논현로 507-507 (역삼동, 성지하이츠3차빌딩 2층,3층일부)",127.0361559,37.5015778
선한이웃병원,병원,강원,강원도 삼척시 오십천로 506-   (정상동),129.1723135,37.4369274
선힐링병원,병원,부산,"부산광역시 기장군 정관읍 정관로 613 2, 3층",129.1806836,35.3201076
성가병원,병원,부산,"부산광역시 부산진구 범일로 133 135, 3층 일부, 4층 전부, 5층 일부 (범천동)",129.0590278,35.1420664
성모가톨릭병원,병원,경북,경상북도 문경시 중앙로 148  (점촌동),128.2014003,36.5977367
성모사랑병원,병원,인천,"인천광역시 서구 길주로 91 1층 일부, 2~4층 (석남동)",,
성모여성병원,병원,대구,대구광역시 달서구 월배로 204 (상인동),128.5360294,35.8181325
성모윌병원,병원,인천,인천광역시 미추홀구 경인로 488 (주안동),126.6939436,37.4593803
성모윌병원,병원,경기,"경기도 성남시 수정구 성남대로 1171 2층-9층 (수진동, 삼성화재빌딩)",127.1282926,37.4344532
성모척관병원,병원,경기,경기도 수원시 장안구 수성로 315 (정자동),127.0065011,37.2920512
성보병원,병원,광주,광주광역시 북구 하남대로 832 (운암동),126.8834905,35.1705437
성북우리아이들병원,병원,서울,서울특별시 성북구 동소문로46길 10 (하월곡동),127.0293592,37.6068633
성신병원,병원,서울,서울특별시 강북구 도봉로 181 (미아동),127.0263276,37.624988
성심중앙병원,병원,경기,경기도 평택시 안중읍 안현로서6길 16 성심중앙병원,126.92765,36.9840808
세계로병원,병원,광주,광주광역시 광산구 장신로 77 (장덕동),,
세명재활의학병원,병원,경북,경상북도 포항시 남구 상공로 60  (상도동),129.3577088,36.0135548
세민병원,병원,대구,"대구광역시 서구 국채보상로 302 (평리동, 세민병원)",128.5640417,35.8716728
세바른병원,병원,서울,서울특별시 서초구 서초중앙로 47 (서초동),127.0153417,37.4859524
세솟는정형외과병원,병원,서울,서울특별시 마포구 백범로 26 세솟는병원 (신수동),126.9371026,37.5523808
세우리병원,병원,대전,"대전광역시 서구 둔산북로 36 3,4,5층 (둔산동)",127.3783636,36.3554541
세웅병원,병원,부산,부산광역시 금정구 서동로 162 (서동),129.104025,35.21456
세인트마리여성병원,병원,경기,"경기도 수원시 권선구 금곡로197번길 70 1~5, 9층 (금곡동)",126.95388,37.275402
세일병원,병원,부산,"부산광역시 동구 중앙대로 317 (초량동, 세일병원)",129.0446395,35.1249181
세종여주병원,병원,경기,경기도 여주시 청심로 39 세종여주병원 (하동),127.6253003,37.301484
세창의료재단우성여성병원,병원,경기,경기도 안산시 단원구 고잔로 58-10 (고잔동),126.8320124,37.3184583
세화병원,병원,부산,부산광역시 동래구 미남로132번길 28 (온천동),129.0711844,35.2059213
세화병원,병원,경기,경기도 안산시 상록구 용신로 355 (본오동),126.8615342,37.3020559
세흥병원,병원,부산,부산광역시 부산진구 중앙대로 805 지하2~지상10 층 (부전동),129.0632074,35.1637714
센텀병원,병원,경기,경기도 의정부시 호국로1519번길 2-29 지하2층 ~지상6층 (금오동),127.07105,37.753899
센텀사랑의병원,병원,부산,부산광역시 수영구 수영로 711 5~15(9층제외)층 (수영동),129.1172252,35.1682815
센텀아동병원,병원,부산,"부산광역시 해운대구 해운대로 407 6층 (우동, 신세계프라자)",129.1406828,35.1678259
센텀힐병원,병원,부산,부산광역시 해운대구 해운대로161번길 40 (재송동),129.1253789,35.1852958
센트럴병원,병원,강원,강원도 원주시 백간길 95-  단계동 1085-1 (단계동),127.9302984,37.343921
센트럴아동병원,병원,경기,"경기도 화성시 동탄지성로 17 지하1~2층 일부층 (반송동, 풍성위버폴리스)",127.0717648,37.2045705
센트로병원,병원,경기,"경기도 부천시 소사로 694 성진프라자 2층,3층,4층,6층일부 (원종동)",126.8051448,37.5179555
소망하나로병원,병원,광주,광주광역시 서구 월드컵4강로 110 소망산부인과 1-6층 (화정동),126.8726989,35.1464102
소화병원(의료법인 소화병원),병원,서울,"서울특별시 용산구 청파로 383 (서계동, 소화아동병원)",126.9686587,37.5537604
솔병원,병원,서울,서울특별시 강서구 방화대로 352 1~4층 (방화동),126.8173869,37.572376
송도미소어린이병원,병원,인천,"인천광역시 연수구 하모니로 158-0 A동 7,8,9층 (송도동,송도타임스페이스)",,
송정사랑병원,병원,광주,"광주광역시 광산구 송도로 232 (송정동, 송정사랑병원)",126.7973974,35.1341716
송호욱병원,병원,경기,경기도 오산시 내삼미로79번길 19 6~10층 (수청동),127.0643748,37.1694653
수병원,병원,경기,경기도 수원시 팔달구 경수대로 613 (지동),127.0298682,37.2803205
수병원,병원,전북,전라북도 전주시 완산구 서원로 63 (효자동2가),127.101448,35.8140052
수사랑병원,병원,전북,전라북도 익산시 배산로 69-0  (모현동1가),126.9380426,35.9441225
수성아동병원,병원,대구,대구광역시 수성구 명덕로 424 (수성동2가),128.6163638,35.854039
수성한미병원,병원,대구,"대구광역시 수성구 달구벌대로 2348 지하1,지상4~6층 (수성동3가, 수협G 타워)",128.6193791,35.859182
수앤수병원,병원,경기,"경기도 화성시 향남읍 상신하길로298번길 7-27 3-6(5,6일부)층",126.9127298,37.1146439
수여성병원,병원,경기,경기도 수원시 권선구 서부로 1592 (고색동),126.9762125,37.251247
수영어린이병원,병원,부산,부산광역시 수영구 수영로 671 2층~3층 (광안동),129.1144799,35.1657592
수완센트럴병원,병원,광주,"광주광역시 광산구 수완로 6 A동1,3,5,6층/B동동 (신가동)",126.82926,35.1854818
수원우노병원,병원,경기,경기도 수원시 권선구 장다리로 94 (권선동),127.0216256,37.2585415
수원중앙병원,병원,경기,경기도 수원시 권선구 권선로 654 (권선동),127.0226132,37.2600575
수원한국병원,병원,경기,경기도 수원시 장안구 경수대로 969 (송죽동),127.0047486,37.3039314
순병원,병원,부산,부산광역시 금정구 중앙대로 1701 (부곡동),129.0916903,35.2364803
순천브레인병원,병원,전남,전라남도 순천시 해룡면 지봉로 372-3 퍼스트아동병원,127.5339599,34.946966
순천센텀병원,병원,전남,전라남도 순천시 백연길 100  (조례동),127.5322069,34.9534399
순천에스병원,병원,전남,전라남도 순천시 용당삼산로 11-0  (용당동),,
순천우리병원,병원,전남,전라남도 순천시 이수로 291  (조례동),127.5160041,34.9526177
순천하나병원,병원,전남,전라남도 순천시 팔마로 215  (덕암동),127.5098884,34.9406011
순천희망병원,병원,전남,전라남도 순천시 중앙로 4 (장천동),127.4879548,34.9473527
쉬즈메디병원,병원,경기,경기도 수원시 팔달구 장다리로 288 (인계동),127.0290997,37.2743973
스마일본병원,병원,경기,경기도 평택시 비전5로 37 3층~6층 (비전동),127.1147039,37.0016056
스마튼병원,병원,경기,"경기도 부천시 신흥로 240 (중동, 스마튼병원)",126.7761125,37.5050082
슬기로운병원,병원,광주,광주광역시 서구 송풍로 11 2~3층 (풍암동),,
시엘병원,병원,광주,광주광역시 서구 무진대로 957 (광천동),126.885313,35.161507
시영의료재단 영동병원,병원,경남,경상남도 함안군 칠원읍 용산2길 45-13 (),128.5156027,35.3089491
시온여성병원,병원,경기,경기도 수원시 영통구 반달로 107 (영통동),127.0766569,37.2527041
시원병원,병원,광주,"광주광역시 서구 상무중앙로 64 지상 6,7,8층 (치평동)",126.8489119,35.1526608
시원항병원,병원,부산,부산광역시 북구 금곡대로 27 더청명빌딩 5-10층 (덕천동),129.0041452,35.2123249
시지열린아동병원,병원,대구,"대구광역시 수성구 달구벌대로 3188 4,5층 (신매동, 아레나스포츠센터)",128.7052211,35.8403433
시흥솔병원,병원,경기,"경기도 시흥시 비둘기공원로 10 301,501,601,701.801호 (대야동)",126.7907593,37.4439728
신대온누리병원,병원,전남,"전라남도 순천시 해룡면 향매로 97-0  2,6~7층",127.5500227,34.9335929
신도시이진병원,병원,충남,"충청남도 아산시 배방읍 희망로46번길 45-9 청주프라자, 지하1층,2~5층",127.1073563,36.7897009
신마산서울아동병원,병원,경남,"경상남도 창원시 마산합포구 문화동15길 25 (창포동3가, 롯데빌리지)",128.560946,35.1817615
신병원,병원,경기,"경기도 수원시 권선구 매송고색로 724 (고색동, 신병원)",126.9837136,37.2513487
신세계 여성병원,병원,대구,대구광역시 북구 동북로 196 (산격동),128.613625,35.897882
신세계로병원,병원,경남,경상남도 통영시 정동2길 58 (정량동),128.4303084,34.8437265
신여성병원,병원,경기,경기도 의정부시 시민로 50 (의정부동),127.0405638,37.7379619
신일병원,병원,서울,서울특별시 강북구 덕릉로 73 (수유동),127.0218527,37.6348037
신창사랑병원,병원,광주,광주광역시 광산구 풍영정길 147 (신창동),126.8504658,35.1830865
신창의료재단 원주에이치병원,병원,강원,강원도 원주시 북원상가길 49 49,127.9517624,37.3837998
신촌연세병원,병원,서울,서울특별시 마포구 서강로 110 지2층~6층 (신수동),126.9337712,37.5525983
신태백병원,병원,강원,강원도 태백시 황지로 23  (황지동),128.9901551,37.1611471
실로암안과병원,병원,서울,"서울특별시 강서구 등촌로 181 (등촌동, 실로암안과병원)",126.8622776,37.5460226
심정병원,병원,서울,서울특별시 관악구 남부순환로 1485 삼남빌딩 2~6층 (신림동),126.9156675,37.4823639
써지탑병원,병원,대전,"대전광역시 서구 대덕대로 238 4,5,6층 (둔산동)",127.3799449,36.3541369
씨에스나무병원,병원,전남,전라남도 여수시 도원로 164-1  (안산동),127.6493055,34.7606281
씨엔씨푸른병원,병원,충북,충청북도 청주시 흥덕구 2순환로 1234-0  (강서동),127.4297883,36.6258557
씨엠맘삼성병원,병원,광주,"광주광역시 동구 남문로 689 해피뷰삼성메디타워 지하1층,지상2~6층 (학동)",126.9283432,35.1322279
씽씽(singsing)병원,병원,경남,"경상남도 창원시 성산구 중앙대로 104 (상남동, 마이우스빌딩3층)",,
아가페의료재단 시티병원,병원,경기,경기도 의왕시 오전천로 29 (오전동),126.9767992,37.3502814
아름제일병원,병원,서울,"서울특별시 구로구 새말로 94 .새말로 110, 세아베스틸  지하1층,층 (구로동)",126.8905378,37.5054584
아벤스병원,병원,경기,"경기도 안양시 동안구 관평로 307 지하1층, 1층-5층 (관양동, 아벤스병원)",126.9568884,37.4039684
아산사회복지재단 보성아산병원,병원,전남,전라남도 보성군 미력면 가평길 36-17 (),127.1045625,34.7758583
아이(i)서울병원,병원,부산,부산광역시 영도구 영선대로 75 삼호빌딩 (영선동2가),129.0417146,35.0877774
아이꿈터아동병원,병원,대구,"대구광역시 달서구 진천로 77 301동 3, 4층 (진천동, 진천역 계룡 리슈빌)",128.5218076,35.8155397
아이디병원,병원,서울,"서울특별시 강남구 도산대로 142 B3~5층,7~16층 (논현동, 도산대로12길13(B1층,1층일부,2~3층))",127.0241884,37.51768
아이마음아동병원,병원,울산,"울산광역시 북구 괴정1길 114 2,3,4,5층 (매곡동)",129.3574932,35.6425369
아이맘아동병원,병원,광주,"광주광역시 북구 하서로 400 2,3,4,5층 (양산동)",126.8745074,35.2105067
아이맘어린이병원,병원,경기,경기도 남양주시 다산중앙로 105-8 다산동 3~5층 (다산동),127.1529071,37.6227086
아이본병원,병원,충남,충청남도 천안시 서북구 불당25로 206-0 중앙타워2차,127.1093162,36.8193151
아이사랑병원,병원,부산,"부산광역시 연제구 반송로 28-1 1층 일부(102호, 104호),2,3,4,5,10층 (연산동)",,
아이사랑병원,병원,경남,경상남도 김해시 활천로 22 (삼정동),128.8940037,35.2295021
아이엠재활병원,병원,충북,충청북도 청주시 서원구 청남로 2140-0  (모충동),,
아이원병원,병원,경기,"경기도 광명시 소하로75번길 10 (소하동, 하나로빌딩)",126.8849787,37.4479271
아이웰어린이병원,병원,충북,충청북도 청주시 청원구 주성로 273-0  (주성동),127.4967108,36.6705335
아이윤병원,병원,울산,"울산광역시 중구 번영로 371 3,6,7,12층 (학산동)",,
아이퍼스트아동병원,병원,광주,광주광역시 서구 운천로 227 (치평동),126.8544021,35.1527378
아주병원,병원,광주,광주광역시 남구 중앙로 130-6 (구동),126.911107,35.146153
아주재활병원,병원,부산,"부산광역시 사하구 낙동남로 1412 13~15층 (하단동, 경부빌딩)",128.966083,35.1057921
아카시아병원,병원,서울,서울특별시 금천구 시흥대로114길 5 (독산동),126.8985537,37.4680986
안강병원,병원,서울,"서울특별시 강남구 언주로 327 지하1층, 2~7층 (역삼동)",127.0449869,37.4970908
안산21세기병원,병원,경기,경기도 안산시 단원구 보화로 50 (고잔동),126.8317939,37.3307826
안산튼튼병원,병원,경기,"경기도 안산시 상록구 도매시장로 4 (이동, 광덕빌딩)",126.8569572,37.3078687
안성동인병원,병원,경기,경기도 안성시 인지1길 9 (인지동),127.2668375,37.0052083
알엠병원,병원,인천,인천광역시 미추홀구 한나루로 446 (학익동),126.6675789,37.446775
앙즈로여성병원,병원,충남,충청남도 천안시 서북구 불당33길 1 외1(불당25로104) (불당동),127.1069654,36.8104741
양덕서울아동병원,병원,경남,경상남도 창원시 마산회원구 양덕로 190 (석전동),128.5804086,35.2342748
양병원,병원,경기,경기도 남양주시 경춘로 933 (금곡동),127.2052106,37.6335493
양산아이들병원,병원,경남,경상남도 양산시 물금읍 청운로 354 아이시티 6~7층,129.0169034,35.3272281
양산제일병원,병원,경남,"경상남도 양산시 동면 금오로 255 3층일부4~8층 301,302호 (양산에이치타워)",129.0272477,35.3159985
양주예쓰병원,병원,경기,경기도 양주시 회정로 103-103 (덕정동),127.0645197,37.8377793
양주우리병원,병원,경기,경기도 양주시 광적면 백은로 261 지하2층~4층,126.9881848,37.8168607
양평병원,병원,경기,경기도 양평군 양평읍 중앙로 129 (),127.5035413,37.4938653
어울림병원,병원,서울,"서울특별시 영등포구 영등포로 386 (신길동, 동인빌딩)",126.9209727,37.5133082
에덴메디여성병원,병원,경기,경기도 수원시 권선구 동수원로 220 (권선동),127.0340167,37.2493456
에덴병원,병원,광주,광주광역시 북구 면앙로170번길 10 (두암동),126.9297008,35.1755212
에디스여성병원,병원,부산,부산광역시 사하구 낙동대로 361 (당리동),128.9778658,35.1015033
에스병원,병원,대구,대구광역시 달서구 와룡로 57 (본리동),128.5364241,35.8378803
에스병원(S병원),병원,부산,"부산광역시 영도구 동삼로 55-1 지하2층, 2층~8층, 9층 일부 (동삼동)",129.0700406,35.078274
에스알씨(SRC)재활병원,병원,경기,경기도 광주시 초월읍 경수길 25 (),127.2871428,37.4200418
에스앤유서울병원,병원,서울,"서울특별시 강서구 공항대로 237 에이스타워 마곡 3,4,5층 306,307,3018~320호 (마곡동)",126.8339126,37.5594527
에스앤케이병원,병원,대전,대전광역시 서구 둔산남로 46-0  4~6층 (둔산동),127.3825798,36.3487003
에스엘서울병원,병원,경기,경기도 양주시 고삼로 13 (만송동),,
에스케이제이병원,병원,광주,광주광역시 북구 갈마로 27 (풍향동),126.9334534,35.1613965
에이스병원,병원,경기,"경기도 안산시 단원구 화랑로 376 B1, 1층 일부, 2~5층 (고잔동)",126.8292601,37.3209937
에이스병원,병원,경기,경기도 남양주시 다산중앙로145번길 9 에이스병원 2~7층 402호 제외호 (다산동),,
에이치엠병원,병원,울산,울산광역시 남구 중앙로167번길 26 (신정동),129.3110064,35.5355076
에이치제이매그놀리아국제병원,병원,경기,경기도 가평군 설악면 미사리로 267-177 (),127.5213618,37.6911585
에이치큐브병원,병원,서울,서울특별시 도봉구 도봉로 604 (창동),127.0410736,37.6583201
엔에이치미래아동병원,병원,전남,전라남도 나주시 중야2길 29-0  (빛가람동),126.7846457,35.0171245
엔탑이비인후과병원,병원,광주,광주광역시 북구 설죽로 347 (매곡동),126.8988872,35.1906309
엘리움병원,병원,부산,"부산광역시 해운대구 해운대로 794 7~8층 (좌동, 삼정엘리움)",129.1757451,35.168815
